"Name","Source","Level","Casting Time","Duration","School","Range","Components","Classes","Text","At Higher Levels"
"治愈精魂","XGE","2环","附赠动作","专注，至多 1 分钟","咒法","60 尺","声音、姿势","德鲁伊、游侠","你呼唤出一只自然精魂以抚慰伤员。这只无形的精魂将会出现在射程内一处未被占据且你能看见的的5尺边长立方体空间。这个精魂看起来像是透明的野兽或精类（由你决定）。直到此法术结束前，每当你或一个你所能看见的生物在一个回合中第一次移动进入精魂所在的空间，或在该处开始它的回合，则你使精魂回复该生物1d6点生命值（不需要动作）。这个精魂无法治疗构装体或不死生物。这个精魂可以治疗最多等同1 + 你的施法属性调整值的次数（最少二次）。在治疗了该次数之后，这个精魂将会消失不见。在你的回合以一个附赠动作，你可以移动这个精魂最多30尺到另一个你所能看见的空间。","升环施法效应. At Higher Levels 当你使用3环或更高的法术位施放此法术时，你使用的法术位每比原本高一环，治疗量便会增加1d6。"
"治愈祈祷","PHB","2环","10 分钟","即效","塑能","30 尺","声音","牧师","最多六个射程内你所选择且你能看见的生物回复等同于2d8 + 你的施法属性调整值的生命值。此法术对不死生物或构装体没有任何效果。","升环施法效应. At Higher Levels 当你使用3环或更高的法术位施放此法术时，你使用的法术位每比原本高一环，治疗量便会再增加1d8。"
"治愈术","PHB","6环","动作","即效","塑能","60 尺","声音、姿势","牧师、德鲁伊","选择一个射程内你所能看见的生物。一波正向能量冲洗该生物，使它回复70点生命值。此法术同时会终止目盲、耳聋、和任何影响目标的疾病。此法术对不死生物或构装体没有任何效果。","升环施法效应. At Higher Levels 当你使用7环或更高的法术位施放此法术时，你使用的法术位每比原本高一环，治疗量便会再增加10。"
"治愈真言","PHB","1环","附赠动作","即效","塑能","60 尺","声音","吟游诗人、牧师、德鲁伊","射程内你所选且你能看见的生物回复等同于1d4 + 你的施法属性调整值的生命值。此法术对不死生物或构装体没有任何效果。","升环施法效应. At Higher Levels 当你使用2环或更高的法术位施放此法术时，你使用的法术位每比原本高一环，治疗量便会再增加1d4。"
"致病光辉","XGE","4环","动作","专注，至多 10 分钟","塑能","120 尺","声音、姿势","术士、契术师、法师","黯淡、微绿色的光芒将扩散充斥在以射程内你所选择一点为中心的30尺半径球体空间内。这些光线会绕过转角，且它将持续存在直到此法术结束。当一个生物在一个回合中第一次移进此法术的范围，或在该处开始它的回合，则该生物必须成功通过一次体质豁免，否则受到4d10光耀伤害，且它将承受一级力竭并散发出一道5尺半径的暗绿色微光。这道微光将使该生物无法从隐形状态受益。这道微光以及任何此法术造成的力竭等级都将在此法术结束时消失。",""
"致病射线","PHB","1环","动作","即效","死灵","60 尺","声音、姿势","术士、法师","一道令人作呕的绿色能量冲向射程内的一个生物。对目标进行一次远程法术攻击。若命中，目标将受到2d8毒素伤害，且必须进行一次体质豁免。若豁免失败，则它直到你的下个回合结束前将陷入中毒状态。","升环施法效应. At Higher Levels 当你使用2环或更高的法术位施放此法术时，你使用的法术位每比原本高一环，伤害便会再增加1d8。"
"致盲斩","PHB","3环","附赠动作","专注，至多 1 分钟","塑能","自身","声音","圣武士","在法术持续期间，下一次你以近战武器攻击命中一个生物时，你的武器将会闪耀出明亮的光芒，且该攻击将对目标造成额外3d8光耀伤害。此外，目标必须成功通过一次体质豁免，否则直到法术结束前陷入目盲。一个被此法术目盲的生物可以在它的每个回合结束时进行一次体质豁免。若豁免成功，则它将不再目盲。",""
"智能壁垒","TCE","3环","动作","专注，至多 1 小时","防护","30 尺","声音","奇械师","在法术持续时间内，你或一个施法距离内的可见生物获得对心灵伤害的抗力，同时在智力、感知和魅力豁免检定上具有优势。","升环施法效应. At Higher Levels 使用四环或更高法术位施展该法术时，你使用的法术位每比三环高1环，就可以多选择一个生物作为目标。而各目标之间距离不能超过30尺。"
"重力反转","PHB","7环","动作","专注，至多 1 分钟","变化","100 尺","声音、姿势、材料 (一颗天然磁石和一些铁屑)","德鲁伊、术士、法师","此法术将使以射程内一点为中心，50尺半径，100尺高的圆柱体区域内的重力反转。当你施放此法术时，区域内所有没有被固定在地面上的生物和物体都会向上坠落，直到抵达该区域的顶端为止。一个生物可以进行一次敏捷豁免以抓住一件被固定的物体，从而避免向上坠落。若某些固体物体（像是天花板）在坠落的过程中被碰撞，则坠落中的物体和生物将受到如同正常向下坠落时的冲击。若一个物体或生物在没有撞上任何东西的情况下抵达区域的顶端，则它将在法术持续期间内留在该处，轻微摆动。在法术持续时间结束时，受影响的物体和生物将重新向下坠落。",""
"重力分裂","EGW","6环","动作","即效","塑能","自身 (100尺 直线)","声音、姿势、材料 (一把铁料)","","你以自身为原点咒现出一条长100尺，宽5尺的重力能量。所有在线上的生物需要进行一个体质豁免，若失败，则受到8d8力场伤害，若豁免成功则受到一半伤害。所有距离这条线10尺或以内但不在线当中的生物需要通过一个体质豁免，若失败则受到8d8力场伤害并且会被拉向线的区域中。","升环施法效应. At Higher Levels 当你使用七环或更高环位的法术位施展该法术时，每比六环高出一环的法术位能使该法术的伤害增加1d8 。"
"昼明术","PHB","3环","动作","1 小时","塑能","60 尺","声音、姿势","牧师、德鲁伊、圣武士、游侠、术士","一道60尺半径的球状光源从射程内你所选择的一处扩散。在这个球体空间内为明亮光照，且会再散发出延伸60尺的微光光照。如果你所选择的一处是一个你正持握、或一个未被穿戴或携带的物品，则光线将从该物体散发而出并会随之移动。用不透光的东西完全覆盖被影响的物体，像是碗或头盔，将会挡住光线。若此法术有任何一个区域与其他3环或更低的法术所创造的黑暗重叠，则创造该黑暗的法术将被解消。",""
"诸神殿堂","XGE","7环","1 小时","24 小时","咒法","120 尺","声音、姿势、材料 (一个价值至少5金币的圣徽)","牧师","你使一道神殿在闪烁的光辉中出现在射程内你所能看见的一处地面上。这座神殿必须能够容纳于一处未被占据的立方体空间，各边最多120尺长。这座神殿会维持其存在直到此法术结束。它将供奉于任何你在施法时所用圣辉所代表的神祇、诸神、或哲学概念。你可以决定关于这座神殿的所有外观设置。它的内部由地板、墙壁、和屋顶所包围，且有一扇用以进入内部的门，以及你所希望数量的窗户。只有你和任何你在施放此法术时指定的生物可以打开或关上这扇门。这座神殿的内部是个开放空间，在其中一端摆有神像或祭坛。你决定神殿内是否具有照明、且其光线照明为明亮光照或者微光光照。焚香的香气弥漫在内部，且其温度温暖舒适。这座神殿会反抗你在施放此法术时所选择的生物类型。从以下选择一种或多种：天界生物、元素、精类、邪魔、或不死生物。若一个所选类型的生物尝试进入此神殿，则该生物必须进行一次魅力豁免。若豁免失败，则该生物在24小时内将无法进入此神殿。即使该生物能够进入此神殿，神殿内的魔法也会妨碍它；每当它在神殿内部进行攻击检定、属性检定、或豁免检定，它都必须骰一颗d4，并将骰出来的数字减掉其d20骰的结果。此外，预言系法术所创造出的感应器无法出现在神殿内，且神殿内的生物无法成为预言系法术的目标。最后，每当任何神殿内的生物因为1环或更高环阶的法术而回复生命值时，该生物将额外回复等同于你感知调整值的生命值（最少1点生命值）。这座神殿是由不透光的魔法力场所构成，且会延伸至乙太位面，并因此阻止任何通过乙太旅行进入神殿内部的行为。没有任何事物能够物理性的穿过这座神殿的外部。它不会被解除魔法给解消，且反魔法结界对它没有任何效果。然而，解离术法术可以在瞬间摧毁这座神殿。通过每天在相同地点施展此法术一整年，你可以使此效果永久持续。",""
